hour,cloud_cover,temperature,grid_demand,grid_supply,market_index
13,57,36,71.6,85.8,0.86
1,96,32,35.4,50.0,0.74
17,100,40,117.0,50.0,2.36
8,95,35,82.5,51.7,1.55
10,4,26,64.5,114.0,0.6
20,91,30,96.2,50.0,1.91
23,21,35,57.2,50.0,1.18
14,34,36,71.5,94.0,0.79
5,16,37,38.6,50.0,0.81
19,77,40,110.5,50.0,2.2
23,16,23,48.0,50.0,0.92
15,36,31,60.9,82.0,0.77
5,96,25,29.9,50.0,0.64
2,84,33,32.8,50.0,0.67
18,55,39,111.0,50.0,2.19
23,23,20,52.4,50.0,1.03
5,46,27,37.0,50.0,0.75
1,38,39,42.4,50.0,0.85
2,50,22,27.2,50.0,0.5
14,78,41,74.5,64.7,1.15
23,99,41,66.4,50.0,1.29
11,22,23,58.7,115.0,0.53
3,27,34,33.6,50.0,0.7
13,27,32,60.6,110.8,0.54
19,95,31,96.3,50.0,1.97
3,83,22,29.9,50.0,0.58
23,79,29,51.2,50.0,1.0
19,82,29,100.8,50.0,2.03
13,45,36,70.3,95.8,0.7
14,34,21,66.4,94.0,0.75
9,12,33,76.6,94.0,0.78
1,45,33,35.9,50.0,0.68
21,4,22,93.0,50.0,1.89
19,69,28,94.8,50.0,1.87
0,6,20,28.8,50.0,0.58
3,41,34,34.8,50.0,0.73
9,61,28,75.0,69.5,1.1
11,96,30,61.3,53.3,1.16
16,2,38,72.0,82.7,0.84
11,26,27,59.7,111.7,0.51
22,9,31,59.3,50.0,1.22
20,13,38,105.4,50.0,2.12
2,54,28,34.4,50.0,0.72
23,2,26,51.8,50.0,1.03
9,2,40,85.6,99.0,0.91
22,55,30,52.8,50.0,1.04
7,96,38,87.0,50.7,1.67
11,10,39,77.2,125.0,0.66
1,51,23,30.8,50.0,0.57
9,64,28,73.1,68.0,1.03
22,22,26,50.4,50.0,1.05
4,36,41,46.9,50.0,0.92
14,14,24,60.3,107.3,0.51
19,37,30,95.2,50.0,1.89
4,55,21,31.4,50.0,0.6
13,12,28,63.1,123.3,0.48
0,96,20,25.0,50.0,0.54
2,21,21,26.9,50.0,0.5
8,63,25,72.6,62.3,1.17
7,58,35,84.1,57.0,1.46
11,85,33,61.0,62.5,0.97
23,61,39,60.0,50.0,1.19
20,47,22,101.9,50.0,2.02
9,62,34,83.4,69.0,1.22
19,26,39,104.8,50.0,2.1
1,58,22,33.2,50.0,0.65
11,14,41,73.0,121.7,0.59
22,51,39,62.2,50.0,1.26
2,16,20,31.9,50.0,0.6
5,83,23,29.1,50.0,0.58
12,15,36,66.2,135.0,0.54
2,80,32,35.3,50.0,0.75
4,30,40,52.2,50.0,1.09
19,16,27,96.1,50.0,1.91
21,40,31,93.6,50.0,1.91
23,49,35,61.9,50.0,1.2
15,77,30,63.5,61.5,0.99
20,44,29,94.9,50.0,1.88
23,98,27,44.3,50.0,0.93
23,86,23,46.9,50.0,0.97
17,76,28,93.9,54.0,1.7
8,22,40,89.6,76.0,1.16
14,24,33,64.7,100.7,0.62
2,53,24,31.2,50.0,0.66
9,8,31,78.1,96.0,0.83
4,38,36,39.4,50.0,0.84
4,97,29,24.9,50.0,0.5
7,61,33,76.3,56.5,1.33
13,51,29,60.7,90.8,0.67
12,60,25,62.7,90.0,0.72
12,33,37,73.0,117.0,0.61
15,94,22,60.9,53.0,1.15
23,12,24,52.9,50.0,1.09
20,64,32,99.7,50.0,1.98
19,80,20,89.7,50.0,1.78
7,71,33,79.2,54.8,1.43
19,93,37,102.1,50.0,1.99
18,21,38,109.0,50.0,2.15
20,75,20,92.5,50.0,1.87
7,47,28,81.9,58.8,1.44
1,30,39,44.9,50.0,0.87
5,69,22,30.6,50.0,0.6
9,28,32,75.9,86.0,0.84
2,29,41,48.0,50.0,0.92
6,1,39,87.6,50.0,1.77
20,93,40,111.4,50.0,2.26
6,65,34,83.6,50.0,1.63
14,65,40,76.6,73.3,1.09
3,36,28,32.6,50.0,0.65
19,94,39,109.5,50.0,2.21
17,46,25,94.1,59.0,1.55
12,93,28,57.4,57.0,1.0
20,54,33,96.5,50.0,1.89
11,42,30,59.8,98.3,0.57
15,45,20,58.2,77.5,0.79
18,92,21,95.5,50.0,1.93
13,62,34,65.7,81.7,0.84
16,90,37,74.3,53.3,1.43
0,52,23,32.5,50.0,0.7
3,34,38,42.7,50.0,0.86
8,32,33,70.7,72.7,1.0
12,74,22,55.3,76.0,0.71
7,63,36,83.6,56.2,1.51
16,69,21,64.4,60.3,1.12
11,69,36,66.5,75.8,0.88
19,87,23,98.1,50.0,1.97
22,61,25,53.5,50.0,1.12
20,74,38,108.7,50.0,2.15
15,38,25,57.2,81.0,0.71
11,25,20,58.2,112.5,0.5
13,70,23,58.8,75.0,0.75
20,1,27,95.4,50.0,1.9
13,38,27,57.7,101.7,0.57
17,1,28,93.2,66.5,1.4
18,93,21,95.8,50.0,1.87
5,86,29,30.9,50.0,0.64
4,48,39,37.7,50.0,0.78
6,72,36,80.2,50.0,1.64
22,92,24,46.8,50.0,0.89
9,51,24,78.5,74.5,1.06
20,16,29,94.9,50.0,1.91
2,80,36,41.2,50.0,0.82
17,68,30,97.9,55.3,1.76
23,34,38,65.1,50.0,1.31
6,80,33,80.0,50.0,1.6
23,45,33,54.3,50.0,1.06
10,5,36,68.9,113.3,0.62
10,74,21,62.3,67.3,0.95
21,15,35,102.5,50.0,2.04
13,17,31,61.0,119.2,0.5
15,56,29,62.8,72.0,0.92
9,67,30,74.8,66.5,1.09
7,65,33,77.5,55.8,1.36
6,86,20,74.5,50.0,1.52
6,95,25,74.9,50.0,1.48
5,8,25,30.8,50.0,0.58
5,81,40,44.6,50.0,0.9
17,59,32,96.0,56.8,1.73
22,85,25,49.6,50.0,0.99
9,88,30,72.0,56.0,1.24
15,26,34,69.4,87.0,0.8
22,11,40,68.1,50.0,1.4
17,43,32,102.7,59.5,1.71
1,4,31,34.3,50.0,0.7
16,30,20,61.2,73.3,0.82
4,95,28,32.6,50.0,0.62
21,38,40,108.0,50.0,2.14
22,39,24,49.1,50.0,1.0
18,65,25,95.6,50.0,1.87
8,75,37,85.4,58.3,1.44
21,78,24,96.8,50.0,1.92
9,22,24,76.5,89.0,0.87
12,38,27,63.5,112.0,0.61
18,42,29,94.6,50.0,1.85
20,10,33,96.2,50.0,1.91
4,48,26,33.3,50.0,0.72
15,80,25,62.0,60.0,1.02
9,53,30,77.8,73.5,1.08
0,97,34,33.1,50.0,0.62
10,75,38,70.9,66.7,1.1
19,11,23,95.1,50.0,1.86
22,87,25,51.9,50.0,1.08
14,98,21,62.4,51.3,1.23
5,50,38,41.4,50.0,0.81
4,85,27,29.7,50.0,0.61
20,66,39,106.8,50.0,2.11
9,100,41,91.8,50.0,1.8
1,4,27,27.1,50.0,0.57
12,49,23,59.6,101.0,0.62
16,2,40,73.2,82.7,0.87
12,15,28,58.3,135.0,0.46
17,8,35,104.8,65.3,1.6
14,91,31,65.0,56.0,1.14
19,10,38,104.0,50.0,2.04
10,14,29,58.8,107.3,0.53
7,0,40,89.6,66.7,1.32
9,20,32,73.9,90.0,0.81
8,5,20,77.8,81.7,0.98
4,81,34,40.8,50.0,0.82
15,53,25,60.6,73.5,0.84
15,22,28,57.3,89.0,0.69
1,20,27,31.4,50.0,0.59
12,68,41,76.4,82.0,0.94
4,33,22,26.8,50.0,0.5
0,1,36,37.7,50.0,0.73
9,61,23,73.5,69.5,1.02
9,81,20,73.7,59.5,1.23
2,49,21,32.1,50.0,0.68
20,53,40,107.6,50.0,2.19
1,64,31,33.9,50.0,0.71
16,27,36,71.7,74.3,1.0
2,22,33,35.8,50.0,0.7
15,72,40,77.6,64.0,1.16
5,95,35,31.9,50.0,0.59
21,79,36,103.7,50.0,2.1
7,100,30,73.7,50.0,1.46
16,93,34,65.2,52.3,1.28
7,28,28,75.9,62.0,1.2
19,37,32,97.6,50.0,1.95
14,6,24,58.4,112.7,0.57
2,74,22,34.0,50.0,0.65
17,74,38,98.2,54.3,1.85
13,28,34,65.0,110.0,0.56
6,39,33,80.6,50.0,1.59
9,91,23,74.7,54.5,1.37
22,37,31,50.2,50.0,1.05
17,26,28,96.9,62.3,1.57
19,79,21,88.9,50.0,1.82
3,5,40,39.8,50.0,0.77
10,2,41,74.3,115.3,0.63
23,0,39,65.1,50.0,1.28
10,0,40,72.0,116.7,0.58
2,86,38,41.3,50.0,0.82
20,54,26,96.9,50.0,1.96
7,69,38,87.4,55.2,1.6
21,88,40,108.6,50.0,2.15
15,82,38,76.4,59.0,1.3
19,19,39,106.6,50.0,2.1
19,23,20,95.2,50.0,1.93
3,39,32,37.8,50.0,0.72
18,44,37,108.5,50.0,2.17
11,55,33,63.9,87.5,0.72
11,4,21,58.2,130.0,0.47
12,48,25,62.4,102.0,0.59
5,27,20,33.2,50.0,0.7
2,1,32,33.9,50.0,0.64
17,58,35,107.4,57.0,1.92
1,28,36,36.1,50.0,0.74
15,81,23,63.4,59.5,1.07
23,98,24,46.1,50.0,0.88
19,95,39,105.6,50.0,2.14
10,76,31,64.2,66.0,0.97
9,6,29,82.0,97.0,0.89
14,97,26,52.3,52.0,0.99
18,89,28,98.4,50.0,1.99
8,27,36,86.9,74.3,1.2
20,89,31,94.7,50.0,1.86
10,35,36,67.1,93.3,0.73
12,18,28,61.8,132.0,0.53
21,25,38,105.8,50.0,2.11
8,57,39,85.1,64.3,1.36
8,47,32,74.8,67.7,1.07
16,97,25,61.4,51.0,1.22
11,25,31,64.0,112.5,0.6
18,26,25,100.4,50.0,2.06
10,91,23,60.7,56.0,1.13
11,26,27,58.0,111.7,0.5
16,62,24,63.2,62.7,1.05
5,95,24,29.5,50.0,0.63
1,75,32,28.5,50.0,0.62
11,23,20,61.5,114.2,0.57
5,38,26,33.1,50.0,0.64
13,31,27,59.9,107.5,0.52
6,80,32,73.8,50.0,1.5
22,65,25,48.9,50.0,0.94
4,98,34,32.5,50.0,0.7
11,20,40,81.6,116.7,0.69
18,99,41,112.6,50.0,2.27
17,41,22,92.8,59.8,1.53
5,48,35,34.9,50.0,0.67
16,83,40,80.3,55.7,1.44
21,49,20,93.5,50.0,1.85
6,39,22,78.8,50.0,1.6
8,85,23,68.1,55.0,1.27
9,64,39,88.7,68.0,1.29
2,81,27,35.1,50.0,0.73
14,69,32,65.1,70.7,0.91
5,80,21,32.9,50.0,0.66
16,60,22,64.6,63.3,0.97
2,86,31,31.9,50.0,0.68
2,19,27,30.1,50.0,0.57
17,47,31,95.6,58.8,1.6
12,85,32,61.8,65.0,0.99
4,89,33,33.2,50.0,0.66
16,94,37,75.8,52.0,1.42
19,41,32,95.4,50.0,1.88
9,3,22,78.9,98.5,0.83
15,58,29,62.5,71.0,0.91
22,28,30,49.6,50.0,0.98
9,84,39,91.1,58.0,1.52
10,31,30,59.5,96.0,0.63
17,25,34,102.8,62.5,1.67
19,51,23,99.3,50.0,1.96
16,74,40,75.9,58.7,1.3
20,41,40,108.2,50.0,2.12
17,79,27,97.4,53.5,1.87
9,50,30,75.9,75.0,0.99
3,38,36,40.8,50.0,0.85
15,8,35,66.8,96.0,0.74
6,96,24,73.4,50.0,1.43
7,34,36,79.9,61.0,1.3
21,21,36,103.1,50.0,2.04
18,100,33,100.6,50.0,2.05
2,96,28,22.7,50.0,0.49
21,60,39,111.0,50.0,2.24
4,98,32,33.8,50.0,0.7
20,87,25,89.4,50.0,1.81
12,27,30,64.6,123.0,0.48
14,79,38,71.8,64.0,1.1
19,6,41,112.9,50.0,2.3
4,57,20,30.3,50.0,0.64
23,22,33,55.0,50.0,1.09
9,61,41,90.1,69.5,1.3
11,32,21,58.7,106.7,0.56
20,100,21,93.5,50.0,1.88
20,13,28,96.3,50.0,1.96
14,40,37,66.6,90.0,0.75
4,53,23,27.1,50.0,0.54
9,68,27,72.3,66.0,1.14
17,10,20,95.8,65.0,1.52
22,80,25,47.4,50.0,0.9
19,58,24,94.8,50.0,1.9
23,93,30,58.9,50.0,1.15
4,80,22,37.2,50.0,0.75
1,100,23,29.8,50.0,0.59
9,20,37,86.1,90.0,0.94
5,49,36,42.0,50.0,0.81
20,0,24,96.8,50.0,1.94
23,14,36,57.2,50.0,1.19
13,42,37,66.9,98.3,0.7
5,48,22,34.1,50.0,0.68
17,72,32,94.4,54.7,1.78
18,51,21,95.4,50.0,1.93
3,74,34,40.5,50.0,0.85
20,65,21,88.3,50.0,1.75
18,75,38,113.2,50.0,2.26
23,70,30,50.8,50.0,0.99
14,70,29,61.0,70.0,0.86
19,96,23,97.5,50.0,1.98
21,62,25,101.7,50.0,2.08
17,87,33,100.9,52.2,1.97
12,11,40,78.8,139.0,0.61
0,73,33,32.0,50.0,0.6
18,34,25,93.9,50.0,1.85
21,11,33,102.3,50.0,2.01
3,11,30,30.7,50.0,0.64
2,96,32,36.4,50.0,0.7
0,40,24,30.1,50.0,0.62
13,86,32,67.5,61.7,1.08
2,40,38,42.9,50.0,0.87
14,50,20,63.2,83.3,0.75
0,27,27,28.0,50.0,0.53
19,51,21,95.7,50.0,1.88
17,73,24,91.2,54.5,1.64
19,92,27,91.5,50.0,1.79
3,28,39,37.1,50.0,0.73
14,98,39,72.7,51.3,1.45
11,77,36,65.8,69.2,0.94
22,76,32,56.7,50.0,1.18
16,50,21,62.9,66.7,0.9
23,80,26,47.0,50.0,0.93
13,89,40,74.2,59.2,1.29
6,48,41,95.4,50.0,1.91
18,55,26,94.8,50.0,1.93
23,73,29,51.4,50.0,1.03
8,25,33,79.1,75.0,1.05
14,5,41,79.8,113.3,0.7
3,58,34,36.5,50.0,0.71
17,33,26,94.0,61.2,1.54
7,50,26,72.3,58.3,1.24
14,49,36,68.1,84.0,0.78
9,17,29,78.5,91.5,0.89
5,68,39,41.4,50.0,0.87
1,62,31,29.9,50.0,0.65
14,64,23,59.1,74.0,0.75
16,62,28,58.3,62.7,0.94
20,31,40,108.5,50.0,2.12
3,76,21,34.2,50.0,0.7
23,47,33,52.4,50.0,1.02
20,55,22,95.7,50.0,1.93
13,11,20,64.8,124.2,0.48
21,53,30,96.0,50.0,1.94
21,17,22,99.8,50.0,1.98
21,22,25,94.9,50.0,1.93
11,28,21,59.8,110.0,0.59
9,61,40,88.4,69.5,1.25
1,24,27,28.9,50.0,0.59
18,86,37,105.0,50.0,2.13
4,43,34,36.9,50.0,0.78
14,25,41,77.7,100.0,0.81
14,27,23,58.2,98.7,0.6
16,45,22,59.7,68.3,0.92
2,52,24,28.5,50.0,0.57
6,13,34,87.4,50.0,1.71
8,30,40,88.4,73.3,1.16
10,77,39,76.7,65.3,1.22
8,71,41,92.2,59.7,1.59
12,68,40,72.4,82.0,0.92
23,0,37,59.0,50.0,1.23
21,16,33,99.8,50.0,1.95
14,51,36,71.5,82.7,0.85
22,84,39,60.7,50.0,1.19
8,43,29,76.5,69.0,1.07
16,40,41,81.1,70.0,1.14
5,48,21,31.4,50.0,0.62
5,60,35,34.4,50.0,0.7
13,0,33,63.3,133.3,0.53
2,13,21,28.4,50.0,0.55
9,90,23,73.9,55.0,1.39
8,99,41,89.1,50.3,1.77
0,88,40,49.0,50.0,1.0
20,63,22,95.8,50.0,1.91
20,16,37,104.7,50.0,2.06
12,52,33,62.5,98.0,0.67
20,87,27,92.3,50.0,1.85
11,21,29,64.2,115.8,0.59
23,76,29,49.4,50.0,1.01
16,42,21,56.0,69.3,0.77
16,62,31,59.9,62.7,1.0
17,78,36,107.0,53.7,1.97
14,31,36,71.9,96.0,0.78
1,62,23,27.0,50.0,0.55
13,57,27,59.6,85.8,0.67
21,37,29,97.4,50.0,1.97
23,54,27,50.2,50.0,1.02
3,26,21,36.7,50.0,0.7
13,89,35,63.6,59.2,1.12
23,23,27,55.2,50.0,1.06
17,91,21,97.3,51.5,1.84
14,73,38,72.2,68.0,1.05
3,45,21,30.8,50.0,0.66
9,67,30,77.3,66.5,1.16
0,66,35,38.2,50.0,0.81
7,30,28,79.8,61.7,1.25
0,40,28,32.6,50.0,0.64
18,77,37,105.3,50.0,2.09
22,30,21,51.7,50.0,0.99
5,24,34,31.4,50.0,0.64
8,89,35,84.1,53.7,1.54
2,36,28,32.9,50.0,0.66
2,24,25,31.5,50.0,0.65
21,76,35,100.4,50.0,2.0
10,70,38,75.4,70.0,1.11
15,66,40,74.2,67.0,1.14
22,36,26,54.6,50.0,1.12
0,97,41,45.2,50.0,0.92
14,82,32,60.5,62.0,0.99
13,19,30,61.7,117.5,0.53
20,56,20,90.2,50.0,1.82
23,90,41,63.7,50.0,1.27
17,52,40,111.1,58.0,1.89
3,44,38,47.5,50.0,0.92
21,45,26,99.2,50.0,1.99
14,93,33,66.2,54.7,1.25
13,25,29,61.2,112.5,0.55
5,16,31,33.8,50.0,0.69
1,73,37,39.8,50.0,0.85
5,6,24,30.6,50.0,0.59
5,96,31,31.5,50.0,0.64
1,100,27,31.5,50.0,0.68
22,70,25,46.0,50.0,0.95
11,38,25,61.9,101.7,0.59
7,67,24,75.7,55.5,1.34
6,45,35,80.8,50.0,1.58
3,71,40,40.6,50.0,0.79
12,76,31,58.3,74.0,0.8
8,93,21,69.6,52.3,1.32
17,83,33,97.5,52.8,1.89
6,73,29,74.1,50.0,1.51
0,38,38,38.0,50.0,0.74
12,30,39,74.1,120.0,0.66
0,9,35,33.6,50.0,0.63
18,38,38,107.1,50.0,2.16
8,36,32,80.4,71.3,1.13
22,8,20,43.9,50.0,0.84
23,54,20,49.8,50.0,1.03
4,94,33,35.7,50.0,0.72
19,45,39,105.4,50.0,2.15
4,29,39,45.8,50.0,0.92
20,35,36,97.1,50.0,1.98
8,90,37,88.7,53.3,1.7
20,75,29,94.2,50.0,1.91
0,52,36,43.3,50.0,0.91
13,7,23,61.3,127.5,0.52
4,80,29,27.9,50.0,0.51
2,73,38,37.4,50.0,0.77
5,63,29,31.6,50.0,0.59
18,17,38,110.0,50.0,2.16
6,52,30,72.6,50.0,1.48
18,69,30,95.5,50.0,1.87
21,2,22,95.9,50.0,1.88
19,11,39,110.0,50.0,2.17
23,75,34,53.8,50.0,1.12
19,83,27,90.6,50.0,1.82
2,36,24,34.8,50.0,0.72
5,67,33,36.5,50.0,0.74
21,17,31,99.6,50.0,1.98
10,52,34,67.5,82.0,0.81
0,81,33,35.4,50.0,0.66
10,74,32,64.9,67.3,0.97
0,35,22,32.8,50.0,0.62
17,47,21,92.0,58.8,1.58
5,64,24,33.6,50.0,0.71
4,73,40,49.7,50.0,0.96
2,74,22,35.6,50.0,0.75
20,100,38,107.6,50.0,2.18
18,35,36,104.6,50.0,2.05
1,97,36,36.2,50.0,0.68
22,69,36,56.4,50.0,1.12
3,51,24,32.7,50.0,0.62
7,22,27,74.5,63.0,1.2
22,3,30,47.5,50.0,0.9
13,66,41,77.8,78.3,1.04
7,88,31,78.9,52.0,1.53
14,98,20,61.4,51.3,1.23
22,64,29,49.6,50.0,1.02
2,86,22,27.3,50.0,0.55
23,15,38,61.7,50.0,1.24
15,90,33,63.6,55.0,1.18
7,4,31,75.6,66.0,1.11
3,16,33,33.7,50.0,0.65
21,88,36,104.9,50.0,2.12
14,23,34,66.9,101.3,0.63
11,0,35,69.5,133.3,0.47
18,93,36,104.3,50.0,2.08
23,43,36,59.8,50.0,1.22
20,9,22,92.2,50.0,1.81
5,12,31,34.5,50.0,0.65
19,17,26,91.3,50.0,1.83
10,21,31,61.5,102.7,0.58
4,59,27,26.9,50.0,0.49
0,100,41,45.1,50.0,0.91
12,28,33,67.7,122.0,0.59
2,12,31,31.6,50.0,0.62
9,89,41,90.5,55.5,1.63
5,45,37,38.3,50.0,0.8
7,97,31,77.4,50.5,1.53
21,56,24,92.0,50.0,1.88
4,87,28,28.4,50.0,0.56
11,70,23,61.2,75.0,0.84
15,71,20,58.7,64.5,0.89
14,44,41,77.2,87.3,0.85
14,30,41,75.9,96.7,0.81
11,66,29,57.7,78.3,0.72
9,28,41,89.3,86.0,1.04
13,65,21,58.9,79.2,0.76
14,64,37,66.5,74.0,0.91
6,51,22,70.9,50.0,1.43
21,45,24,94.7,50.0,1.84
13,34,37,73.8,105.0,0.67
4,86,32,34.4,50.0,0.67
4,3,27,30.8,50.0,0.66
2,92,27,30.4,50.0,0.56
17,85,24,86.4,52.5,1.65
8,81,31,75.9,56.3,1.36
1,86,36,38.3,50.0,0.72
11,48,36,68.3,93.3,0.73
15,76,24,53.8,62.0,0.92
17,92,25,97.9,51.3,1.91
23,19,26,54.0,50.0,1.13
13,83,36,68.3,64.2,1.02
5,89,27,30.4,50.0,0.61
21,94,25,91.7,50.0,1.83
19,32,29,89.3,50.0,1.8
9,0,21,72.0,100.0,0.72
20,78,23,98.7,50.0,1.99
7,90,32,74.5,51.7,1.43
0,48,33,38.1,50.0,0.72
14,15,20,55.7,106.7,0.52
19,16,38,109.2,50.0,2.18
5,30,25,32.2,50.0,0.66
0,52,24,26.2,50.0,0.54
17,57,20,100.1,57.2,1.79
19,12,20,96.7,50.0,1.92
15,26,30,62.0,87.0,0.75
1,56,21,30.7,50.0,0.63
7,31,39,85.6,61.5,1.4
12,63,25,59.6,87.0,0.65
16,64,26,63.8,62.0,1.08
16,82,34,68.9,56.0,1.28
15,45,36,66.5,77.5,0.85
16,81,37,74.5,56.3,1.29
22,86,38,60.2,50.0,1.23
0,8,34,31.4,50.0,0.67
18,99,20,95.1,50.0,1.93
18,80,39,103.6,50.0,2.1
14,80,26,60.5,63.3,0.97
12,11,23,58.6,139.0,0.49
3,13,25,34.9,50.0,0.68
18,2,32,101.3,50.0,2.05
22,26,37,61.4,50.0,1.24
23,42,39,60.7,50.0,1.21
2,91,29,26.9,50.0,0.53
21,84,22,95.2,50.0,1.94
10,2,39,72.7,115.3,0.6
16,2,28,56.8,82.7,0.67
10,14,36,72.1,107.3,0.71
9,29,36,92.8,85.5,1.07
21,43,21,98.8,50.0,1.98
16,27,22,59.2,74.3,0.77
22,47,22,51.5,50.0,1.02
3,42,33,30.6,50.0,0.63
11,74,41,77.1,71.7,1.03
10,63,41,75.9,74.7,1.05
19,60,22,99.9,50.0,2.0
8,25,39,94.6,75.0,1.27
14,85,39,73.1,60.0,1.25
7,75,29,74.3,54.2,1.35
23,76,38,59.9,50.0,1.23
0,34,37,42.0,50.0,0.85
3,6,20,33.8,50.0,0.64
8,31,30,73.8,73.0,1.03
8,47,20,76.0,67.7,1.17
23,81,29,53.3,50.0,1.08
9,58,21,75.8,71.0,1.11
20,27,39,113.5,50.0,2.29
23,57,41,74.1,50.0,1.44
1,3,26,28.0,50.0,0.58
15,39,23,57.7,80.5,0.74
10,68,38,71.6,71.3,1.04
5,0,31,29.6,50.0,0.57
10,34,40,70.3,94.0,0.72
21,49,39,109.5,50.0,2.19
3,19,40,44.7,50.0,0.89
22,88,31,50.1,50.0,1.03
19,10,39,110.1,50.0,2.16
2,74,23,33.8,50.0,0.68
12,100,38,71.3,50.0,1.45
4,81,20,34.2,50.0,0.72
2,64,27,27.7,50.0,0.59
14,2,25,55.3,115.3,0.5
18,89,26,96.9,50.0,1.92
10,58,33,68.8,78.0,0.85
4,72,37,44.7,50.0,0.93
21,68,28,92.1,50.0,1.81
4,99,20,32.4,50.0,0.68
2,94,39,40.0,50.0,0.81
11,95,29,56.8,54.2,1.05
0,82,24,33.9,50.0,0.64
10,95,29,58.3,53.3,1.05
21,12,27,93.8,50.0,1.84
14,39,31,57.1,90.7,0.65
8,76,40,88.6,58.0,1.48
21,28,36,104.8,50.0,2.12
23,77,40,61.9,50.0,1.19
20,72,31,94.3,50.0,1.87
4,26,32,39.4,50.0,0.8
19,97,31,99.9,50.0,2.0
18,20,36,103.6,50.0,2.1
23,24,39,68.5,50.0,1.39
14,50,36,70.9,83.3,0.89
16,79,36,60.1,57.0,1.09
13,99,34,68.3,50.8,1.32
10,43,34,64.3,88.0,0.75
3,3,29,37.6,50.0,0.71
10,71,40,74.7,69.3,1.05
17,41,31,96.8,59.8,1.59
22,76,21,53.8,50.0,1.11
10,19,32,56.8,104.0,0.58
18,70,23,98.0,50.0,2.01
14,87,34,66.1,58.7,1.17
14,52,41,78.7,82.0,0.99
10,22,22,59.0,102.0,0.54
0,54,39,49.1,50.0,0.94
12,59,37,68.3,91.0,0.72
5,6,27,29.5,50.0,0.58
7,16,23,76.2,64.0,1.14
19,8,23,91.9,50.0,1.85
10,37,20,54.8,92.0,0.6
17,81,28,92.2,53.2,1.75
4,9,24,31.4,50.0,0.66
7,9,38,82.6,65.2,1.25
15,24,36,70.3,88.0,0.78
10,60,30,60.2,76.7,0.77
14,43,26,61.4,88.0,0.7
4,23,21,31.7,50.0,0.65
12,30,41,77.8,120.0,0.66
3,22,28,33.2,50.0,0.65
6,6,36,83.7,50.0,1.69
23,37,28,49.1,50.0,0.95
22,51,37,59.6,50.0,1.18
3,58,28,32.3,50.0,0.63
7,73,20,75.4,54.5,1.36
14,74,23,61.6,67.3,0.94
10,37,26,57.0,92.0,0.6
11,12,33,70.8,123.3,0.59
19,30,29,92.2,50.0,1.82
3,29,24,27.1,50.0,0.56
5,86,35,38.8,50.0,0.73
13,53,33,64.4,89.2,0.76
19,35,20,93.6,50.0,1.87
1,54,28,31.4,50.0,0.61
11,13,20,62.4,122.5,0.5
17,25,38,105.9,62.5,1.71
20,59,29,95.8,50.0,1.91
13,5,41,78.2,129.2,0.64
6,77,37,84.4,50.0,1.67
17,62,29,97.4,56.3,1.71
13,31,20,60.7,107.5,0.6
20,85,37,103.7,50.0,2.11
2,42,31,33.2,50.0,0.66
8,19,35,81.0,77.0,1.09
14,10,34,64.8,110.0,0.6
19,73,31,99.8,50.0,2.04
7,82,27,72.1,53.0,1.35
2,52,38,41.0,50.0,0.79
11,9,20,61.2,125.8,0.47
7,87,33,79.8,52.2,1.53
21,87,34,101.7,50.0,2.07
4,71,41,54.1,50.0,1.13
15,90,34,69.6,55.0,1.25
0,35,23,29.2,50.0,0.54
19,43,29,94.5,50.0,1.89
14,54,33,63.9,80.7,0.82
0,19,41,46.7,50.0,0.9
1,50,40,40.8,50.0,0.79
8,35,38,84.1,71.7,1.2
14,97,24,59.8,52.0,1.19
9,75,25,74.3,62.5,1.23
14,61,25,60.0,76.0,0.81
4,77,36,43.2,50.0,0.83
16,56,38,72.9,64.7,1.09
0,74,39,43.7,50.0,0.92
7,69,31,77.7,55.2,1.43
16,64,34,67.3,62.0,1.1
14,43,28,63.6,88.0,0.75
19,59,23,96.8,50.0,1.98
12,21,35,71.5,129.0,0.56
11,1,34,71.5,132.5,0.55
12,88,30,59.0,62.0,0.96
5,54,31,32.8,50.0,0.63
10,0,31,60.9,116.7,0.52
23,60,31,52.3,50.0,1.0
11,78,37,72.1,68.3,1.09
13,13,22,65.9,122.5,0.57
5,8,36,37.3,50.0,0.72
15,19,33,62.5,90.5,0.65
14,71,30,61.4,69.3,0.92
12,45,29,57.0,105.0,0.54
21,56,29,90.7,50.0,1.85
21,76,28,93.7,50.0,1.9
16,81,37,68.8,56.3,1.25
20,95,21,92.7,50.0,1.85
12,71,38,64.6,79.0,0.83
21,56,33,99.8,50.0,2.04
1,7,26,35.9,50.0,0.77
21,76,41,116.5,50.0,2.31
13,26,37,68.5,111.7,0.63
21,43,40,108.7,50.0,2.15
9,69,37,81.4,65.5,1.23
7,14,41,92.0,64.3,1.47
16,84,26,61.4,55.3,1.11
10,95,39,77.1,53.3,1.43
8,31,32,75.7,73.0,1.0
16,1,33,63.3,83.0,0.72
23,11,24,45.1,50.0,0.87
2,21,40,42.8,50.0,0.83
15,15,40,80.2,92.5,0.84
22,40,24,47.4,50.0,0.91
13,98,39,73.7,51.7,1.46
11,76,40,71.5,70.0,1.07
7,79,36,83.4,53.5,1.51
0,48,29,27.6,50.0,0.51
18,93,34,103.3,50.0,2.09
17,11,22,92.2,64.8,1.37
8,79,21,73.2,57.0,1.25
